question_set,variant,n,route_change_rate,brier,delta_brier_vs_base,log_score,delta_log_vs_base
2025-11-09-llm,noisy_strength_plus_0.05,1032,0.18992248062015504,0.18059967908144997,0.00364258222974545,0.5253806805703839,0.007426337080224554
2025-11-09-llm,horizon_150,1032,0.08333333333333333,0.17587872977567323,-0.0010783670760312891,0.5159058337183424,-0.00204850977181692
2025-11-09-llm,horizon_9999,1032,0.0,0.17695709685170452,0.0,0.5179543434901593,0.0
2025-11-09-llm,search_enabled_low,1032,0.0009689922480620155,0.1770342666316595,7.716977995497754e-05,0.5181186667173496,0.00016432322719028836
2025-11-23-llm,base,1065,0.0,0.19894808401428876,0.0,0.5716095257542818,0.0
2025-11-23-llm,hist_coverage_minus_0.10,1065,0.0,0.19894808401428876,0.0,0.5716095257542818,0.0
2025-11-23-llm,hist_coverage_plus_0.10,1065,0.0,0.19894808401428876,0.0,0.5716095257542818,0.0
2025-11-23-llm,market_sharpness_minus_0.05,1065,0.0028169014084507044,0.19896913103760402,2.1047023315262647e-05,0.571652190982479,4.266522819718066e-05
2025-11-23-llm,market_sharpness_plus_0.05,1065,0.0009389671361502347,0.1989346867012954,-1.3397312993351784e-05,0.5715823837802652,-2.7141974016653414e-05
2025-11-23-llm,prior_sharpness_minus_0.06,1065,0.0,0.19894808401428876,0.0,0.5716095257542818,0.0
2025-11-23-llm,prior_sharpness_plus_0.06,1065,0.0,0.19894808401428876,0.0,0.5716095257542818,0.0
2025-11-23-llm,source_prior_minus_0.06,1065,0.0,0.19894808401428876,0.0,0.5716095257542818,0.0
2025-11-23-llm,source_prior_plus_0.06,1065,0.0,0.19894808401428876,0.0,0.5716095257542818,0.0
2025-11-23-llm,noisy_strength_minus_0.05,1065,0.0,0.19894808401428876,0.0,0.5716095257542818,0.0
2025-11-23-llm,noisy_strength_plus_0.05,1065,0.3624413145539906,0.19955759071081364,0.0006095066965248752,0.5719736495716337,0.00036412381735184685
2025-11-23-llm,horizon_150,1065,0.036619718309859155,0.19645353271348426,-0.002494551300804504,0.566598917019498,-0.005010608734783761
2025-11-23-llm,horizon_9999,1065,0.0,0.19894808401428876,0.0,0.5716095257542818,0.0
2025-11-23-llm,search_enabled_low,1065,0.0,0.19894808401428876,0.0,0.5716095257542818,0.0
2025-12-07-llm,base,1054,0.0,0.18550676049003825,0.0,0.5402989515707209,0.0
2025-12-07-llm,hist_coverage_minus_0.10,1054,0.0,0.18550676049003825,0.0,0.5402989515707209,0.0
2025-12-07-llm,hist_coverage_plus_0.10,1054,0.0,0.18550676049003825,0.0,0.5402989515707209,0.0
2025-12-07-llm,market_sharpness_minus_0.05,1054,0.0,0.18550676049003825,0.0,0.5402989515707209,0.0
2025-12-07-llm,market_sharpness_plus_0.05,1054,0.0,0.18550676049003825,0.0,0.5402989515707209,0.0
2025-12-07-llm,prior_sharpness_minus_0.06,1054,0.0,0.18550676049003825,0.0,0.5402989515707209,0.0
